时间（s）,距中心 0.0000 cm,距中心 0.1000 cm,距中心 0.2000 cm,距中心 0.3000 cm,距中心 0.4000 cm,距中心 0.5000 cm,距中心 0.6000 cm,距中心 0.7000 cm,距中心 0.8000 cm,距中心 0.9000 cm,距中心 1.0000 cm,距中心 1.1000 cm,距中心 1.2000 cm,距中心 1.3000 cm,距中心 1.4000 cm,距中心 1.5000 cm,距中心 1.6000 cm,距中心 1.7000 cm,距中心 1.8000 cm,距中心 1.9000 cm,距中心 2.0000 cm
0.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55
1.0,2.549983805704622,2.549983805704622,2.549983805704622,2.549983805704622,2.549983805704622,2.549983805704622,2.549983805704622,2.549983805704622,2.549983805704622,2.549983805704622,2.549983805704622,2.549983805704622,2.549983805704622,2.549983805704622,2.549983805704622,2.549983805704622,2.549983805704622,2.5499838056921322,2.5499837885761316,2.549972008836882,2.545910037022931
2.0,2.5499676115544867,2.5499676115544867,2.5499676115544867,2.5499676115544867,2.5499676115544867,2.5499676115544867,2.5499676115544867,2.5499676115544867,2.5499676115544867,2.5499676115544867,2.5499676115544867,2.5499676115544867,2.5499676115544867,2.5499676115544867,2.5499676115544867,2.549967611554486,2.5499676115537686,2.549967611135645,2.5499674420858014,2.5499208506438586,2.5418715177894025
3.0,2.5499514175495936,2.5499514175495936,2.5499514175495936,2.5499514175495936,2.5499514175495936,2.5499514175495936,2.5499514175495936,2.5499514175495936,2.5499514175495936,2.5499514175495936,2.5499514175495936,2.5499514175495936,2.5499514175495936,2.5499514175495936,2.5499514175495936,2.5499514175495768,2.549951417542353,2.5499514151729996,2.5499508300913267,2.5498470840879603,2.5378835245098808
4.0,2.5499352236899417,2.5499352236899417,2.5499352236899417,2.5499352236899417,2.5499352236899417,2.5499352236899417,2.5499352236899417,2.5499352236899417,2.5499352236899417,2.5499352236899417,2.5499352236899417,2.5499352236899417,2.5499352236899417,2.5499352236899417,2.5499352236899417,2.549935223689827,2.5499352236565156,2.5499352159198763,2.5499338267965097,2.5497512552846677,2.5339451578222407
5.0,2.54991902997553,2.54991902997553,2.54991902997553,2.54991902997553,2.54991902997553,2.54991902997553,2.54991902997553,2.54991902997553,2.54991902997553,2.54991902997553,2.54991902997553,2.54991902997553,2.54991902997553,2.54991902997553,2.5499190299755288,2.549919029975056,2.5499190298696157,2.5499190107997047,2.5499163109190746,2.5496338980968347,2.5300555363667647
6.0,2.549902836406358,2.549902836406358,2.549902836406358,2.549902836406358,2.549902836406358,2.549902836406358,2.549902836406358,2.549902836406358,2.549902836406358,2.549902836406358,2.549902836406358,2.549902836406358,2.549902836406358,2.549902836406358,2.549902836406351,2.5499028364048844,2.5499028361384717,2.549902796577062,2.549898165566333,2.5494955344219554,2.526213796379951
7.0,2.5498866429824236,2.5498866429824236,2.5498866429824236,2.5498866429824236,2.5498866429824236,2.5498866429824236,2.5498866429824236,2.5498866429824236,2.5498866429824236,2.5498866429824236,2.5498866429824236,2.5498866429824236,2.5498866429824236,2.5498866429824236,2.549886642982403,2.549886642978631,2.5498866423998248,2.5498865693899573,2.5498792781140276,2.549336674469538,2.52241909130378
8.0,2.5498704497037274,2.5498704497037274,2.5498704497037274,2.5498704497037274,2.5498704497037274,2.5498704497037274,2.5498704497037274,2.5498704497037274,2.5498704497037274,2.5498704497037274,2.5498704497037274,2.5498704497037274,2.5498704497037274,2.5498704497037266,2.5498704497036733,2.549870449695191,2.5498704485670296,2.549870324781047,2.5498595400882826,2.549157817029792,2.51867059140816
9.0,2.5498542565702675,2.5498542565702675,2.5498542565702675,2.5498542565702675,2.5498542565702675,2.5498542565702675,2.5498542565702675,2.5498542565702675,2.5498542565702675,2.5498542565702675,2.5498542565702675,2.5498542565702675,2.5498542565702675,2.549854256570266,2.5498542565701423,2.549854256552894,2.5498542545269594,2.549854057727802,2.549838847050582,2.548959449734498,2.5149674834249853
10.0,2.5498380635820435,2.5498380635820435,2.5498380635820435,2.5498380635820435,2.5498380635820435,2.5498380635820435,2.5498380635820435,2.5498380635820435,2.5498380635820435,2.5498380635820435,2.5498380635820435,2.5498380635820435,2.5498380635820435,2.549838063582041,2.5498380635817792,2.5498380635493487,2.549838060137114,2.549837762671666,2.5498170984857,2.5487420493106887,2.5113089701926596
11.0,2.549821870739054,2.549821870739054,2.549821870739054,2.549821870739054,2.549821870739054,2.549821870739054,2.549821870739054,2.549821870739054,2.549821870739054,2.549821870739054,2.549821870739054,2.549821870739054,2.549821870739054,2.549821870739049,2.5498218707385374,2.5498218706812734,2.5498218652229263,2.549821433546223,2.5497941976925107,2.548506081827621,2.5076942703102554
