时间（s）,归一化半径 ξ=0.0000,归一化半径 ξ=0.0500,归一化半径 ξ=0.1000,归一化半径 ξ=0.1500,归一化半径 ξ=0.2000,归一化半径 ξ=0.2500,归一化半径 ξ=0.3000,归一化半径 ξ=0.3500,归一化半径 ξ=0.4000,归一化半径 ξ=0.4500,归一化半径 ξ=0.5000,归一化半径 ξ=0.5500,归一化半径 ξ=0.6000,归一化半径 ξ=0.6500,归一化半径 ξ=0.7000,归一化半径 ξ=0.7500,归一化半径 ξ=0.8000,归一化半径 ξ=0.8500,归一化半径 ξ=0.9000,归一化半径 ξ=0.9500,归一化半径 ξ=1.0000
0.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0
60.0,28.000942178912464,28.00094217898078,28.000942179318297,28.00094218065254,28.000942185816083,28.00094220540174,28.00094227759403,28.00094253444396,28.000943412041227,28.000946279990977,28.000955213307588,28.000981655663328,28.001055828414298,28.001252511869776,28.001744448350994,28.002902812718105,28.005466887004157,28.0107971540588,28.021200600808278,28.040278545744822,28.073409084487217
120.0,28.00400806906189,28.004008296220896,28.004009130409116,28.00401119295064,28.004015968780028,28.00402674891164,28.00405055633645,28.004101897425063,28.004209759224935,28.004430104121194,28.00486719799332,28.00570836058123,28.00727792922735,28.010116991476167,28.015095174798603,28.023558641943247,28.03751334721913,28.059833552978702,28.094473484087032,28.146677541435306,28.223955613791116
180.0,28.009168145051053,28.009175019544184,28.009197978583764,28.009245692557,28.009335531103307,28.009498795097524,28.009789384740724,28.010297414655717,28.011169718787322,28.012639559709697,28.015067964519105,28.018998672606607,28.025227322113647,28.03488283130878,28.049514785659465,28.071175528839802,28.102481265016642,28.14663589957941,28.207411898661043,28.28918466894367,28.398486005431526
240.0,28.016198086614207,28.01624398578304,28.016391131043356,28.016673271889182,28.017152786824106,28.017931144492195,28.0191643366087,28.02108423920424,28.02402662117854,28.028466114237645,28.03505767121968,28.044682785217272,28.058496981819115,28.077972893609914,28.10493086296062,28.141547206290774,28.190330369560904,28.254059633669687,28.33570181485107,28.438491237925245,28.568129507032733
300.0,28.026618411734354,28.02677182433103,28.02725287264179,28.028134356480454,28.029544808467,28.03168090190184,28.0348242621701,28.039362755519292,28.04581570730914,28.054862100990455,28.067370533565448,28.084429899535575,28.10738101328935,28.137852314581025,28.17780769619242,28.229620280688156,28.29618926654065,28.38111346901172,28.488941133604108,28.625744951157795,28.802785237024185
360.0,28.04216427727407,28.042511995760325,28.043587915093575,28.045505333437966,28.048459228241914,28.052737867157415,28.058738080884446,28.06698465096196,28.078153925219656,28.093101981087983,28.112897877781762,28.138862462585713,28.17261228498298,28.216105722380203,28.27168396389286,28.342093632267346,28.430473398392316,28.540292162492744,28.675282334950264,28.839791411327738,29.04290817536709
420.0,28.064041482025402,28.064667647458183,28.066590097080866,28.069960117411377,28.07503537521416,28.08219150816227,28.091937139242354,28.1049327844222,28.12201322765909,28.144212493675173,28.17278996491153,28.209255506425183,28.255390876733607,28.313264547511558,28.38523770481947,28.473960865748428,28.582363393984075,28.713647288389602,28.87136240217112,29.060079625009344,29.29043081258338
480.0,28.093597604708734,28.094583030240774,28.097593868335544,28.102817257437085,28.110569316114187,28.121305364796047,28.135632318117025,28.154323495275133,28.178335039701814,28.208822800102528,28.24715814761739,28.294940664214266,28.354004763933787,28.426415905631487,28.51445011785494,28.620548764239928,28.747241496855825,28.89704626800786,29.072453683408963,29.276611024967487,29.518628715111184
540.0,28.13252732061054,28.13394362521874,28.13825559407743,28.14567878844655,28.156574563755214,28.171457597249603,28.191004014681198,28.216060219416896,28.247651277143763,28.28698737035674,28.335466707042787,28.39467357263399,28.46637136348311,28.552492897575856,28.655134237872783,28.776563046263806,28.91925730784136,29.086004478690768,29.28019004133999,29.506938978820404,29.779385369643453
600.0,28.182406485183133,28.184305338732056,28.190070163235095,28.19993366199952,28.21428336106321,28.233666023881238,28.258791554479142,28.290537047847618,28.329950724200085,28.378255667244602,28.436853633516936,28.507329527854697,28.59145716817601,28.691206316029117,28.808749359152948,28.946463930561873,29.106928702780845,29.29293348366951,29.50766402661194,29.755828501214364,30.05026041396461
660.0,28.244186231523916,28.246595686158415,28.253894836914263,28.266324706078883,28.284285635240305,28.308340553688602,28.339217641193866,28.37781339390674,28.425196039176186,28.482609192530855,28.55147570717906,28.63340189793569,28.73018292224778,28.843811312379277,28.97649258857808,29.13067450408413,29.309102030156044,29.51493928541806,29.75215115268303,30.026973089810266,30.35534741455845
720.0,28.318177996268066,28.32111347636127,28.329992340504038,28.34506111152986,28.366729003825707,28.39557097017928,28.432330216012307,28.4779214456022,28.533435114875672,28.60014298016367,28.67950517954972,28.773178693402325,28.883025947346283,29.01112017334106,29.159740934392353,29.331350474794647,29.528546723424103,29.75403320096113,30.010837464493918,30.303685280062666,30.646458571644853
780.0,28.40445391006162,28.40792785458692,28.418423744563835,28.436193686670254,28.46165625977911,28.495399718232996,28.53818450508677,28.59094602566452,28.654797309576487,28.731030818271815,28.821118307781106,28.92670744072959,29.04961402903473,29.19180973776191,29.3554071472363,29.54264806120586,29.755912502624252,29.997814884884665,30.271643586311995,30.583056867656943,30.94803836653863
840.0,28.50322665469965,28.50725147925741,28.5194012723251,28.53993225831101,28.569269109107974,28.60800696318754,28.656912046356947,28.71692178804264,28.789144149397934,28.87485577751036,28.975498528795526,29.09267370004998,29.228132757813157,29.383762254422457,29.561559123015165,29.76359267146271,29.991961241602613,30.24881186514887,30.53670191258567,30.860240711920497,31.233931969762548
900.0,28.614461987113902,28.619042827068647,28.632860561566346,28.656170833019154,28.68939646317059,28.733128129103978,28.78812305289705,28.855302485121527,28.935747462108196,29.03069204428504,29.141513029825852,29.269715017741646,29.416909805366828,29.584789663467095,29.7750954817935,29.98958504619998,30.230023391379902,30.498282054793155,30.79683795929402,31.13058610397498,31.51478943897625
960.0,28.738620931352646,28.743751709656795,28.759217527187104,28.785267841594013,28.822314069279873,28.870928457142966,28.93184026792627,29.00593009770402,29.09422203355576,29.19787339531461,29.318162093086336,29.456472247718803,29.614279808996073,29.793141613400334,29.994693925441307,30.220671833518068,30.472978979021768,30.75390366449857,31.066776433078296,31.41797990518723,31.825241730665727
1020.0,28.875281922881804,28.880943019401343,28.89799635940264,28.926679551733212,28.967383743963524,29.020651663351966,29.08717318062933,29.167779672602503,29.26343756937454,29.37524157340843,29.504408068904304,29.652268910327454,29.820264730922787,30.009934879731873,30.2228986628987,30.46082378476565,30.725398006400955,31.018399777774242,31.342179610998745,31.701479253374487,32.11136230253774
1080.0,29.024252354973605,29.030416109983072,29.048973795431312,29.08015075057052,29.124318100574214,29.181991165911754,29.253825562242668,29.34061196266643,29.44326939034064,29.56283675408082,29.700462410872863,29.857392126444843,30.034957417433287,30.23456950977134,30.457729782354548,30.70607799560193,30.98152555659879,31.28659423939699,31.625266082245226,32.005236533685704,32.44651385642294
1140.0,29.185175913211978,29.191816013804356,29.211799297413098,29.245339409788407,29.292788123902092,29.354633776200025,29.431497748540224,29.524130380267916,29.633407031205717,29.76032528860316,29.906004530477336,30.071688866699407,30.25875339764102,30.468711402087223,30.703217348969325,30.96406297018701,31.253188943360424,31.572822020123333,31.926059075413065,32.3188360545612,32.76815641526334
1200.0,29.357115260020475,29.3642073544141,29.385543943908676,29.421329817762487,29.47190304288068,29.53773481577514,29.619427964977298,29.71771516506541,29.83345687181755,29.967638659240052,30.121367265042647,30.29586432383847,30.492456758414434,30.712563651602277,30.95768257691381,31.229388772590216,31.52939311602807,31.859790038141313,32.223814086730755,32.628004134686904,33.09056074562595
1260.0,29.539513408577072,29.54704232151304,29.56968778032976,29.607649211590658,29.661255877158986,29.73096661352537,29.817367869604848,29.921170830820053,30.043207475415436,30.184425267681757,30.34588002431618,30.52872615871377,30.73420289369315,30.963614286595366,31.218301584730547,31.499614840873445,31.80892409846044,32.1477985562226,32.51866858203217,32.92685572989469,33.38854687629184
1320.0,29.732436371689897,29.74038905751084,29.764303812836147,29.804373053244863,29.860913881864942,29.934366874682883,30.025292645428394,30.13436674546842,30.262372495209192,30.41019125814887,30.578789860742987,30.76920558560925,30.982530872989702,31.219903266332295,31.4825128279748,31.77165412998783,32.08888562849161,32.436436056852706,32.81815312896445,33.24184093355688,33.72764032593867
1380.0,29.935768448446588,29.944124970295487,29.969248026996635,30.01131896441198,30.070635943559925,30.147611916241544,30.24277056560072,30.356741323348153,30.49025403204098,30.644134092512488,30.819299185780054,31.016758605043446,31.237615571806472,31.483071724202812,31.754433221193132,32.05312701318892,32.380770866130334,32.73942505934533,33.13232641404828,33.565984349040484,34.058204770411386
1440.0,30.14849631041089,30.157230370937636,30.183482887851397,30.227424648475527,30.28933703200316,30.369611058126974,30.468744993072743,30.587341426639593,30.72610387198277,30.88583266640099,31.06741958692362,31.27184015890682,31.500142342155804,31.75343088464454,32.032850677710265,32.33958708523422,32.67494060325105,33.040613322419915,33.43949955415418,33.87782516182709,34.3730155641769
1500.0,30.36974391936371,30.378835144490324,30.406156900015414,30.45187232911065,30.51625020023156,30.599663778835126,30.70258784949459,30.825594403404192,30.969346639376106,31.134590677116737,31.322144081136862,31.53287987886359,31.767704296689995,32.02752659932639,32.31322294154197,32.6256106740639,32.9654887662373,33.333876880151074,33.732732813548495,34.16695839889018,34.651780992245584
1560.0,30.599373508104314,30.608802502830276,30.637134598661106,30.684522622042184,30.751217351646336,30.837564830223588,30.944001002794305,31.07104390833872,31.219282843259926,31.389363837965835,31.58197100399763,31.797804086614182,32.03755441913676,32.30188548539486,32.59143301744156,32.906858706124524,33.24902941849626,33.61945527690742,34.02123814165638,34.46129078440536,34.95788419544767
1620.0,30.83695803291671,30.846694092621114,30.875942520660917,30.92483934529771,30.993606541786683,31.082547961164114,31.192042627221888,31.322536193147574,31.474530965123545,31.64857513862427,31.845252099022115,32.065170584456645,32.30895606566608,32.57724346071247,32.8706742309293,33.18991455992778,33.5357467556498,33.90935143270455,34.31303187276732,34.752155684415584,35.242185645572185
1680.0,31.081562578152475,31.09156329781591,31.12160033448749,31.171791546803128,31.242329220207672,31.333476566560467,31.445562048716074,31.57897212787666,31.734142442172843,31.91154730645405,32.11168740032247,32.33507579184817,32.58222355770835,32.853629490064066,33.14978676660892,33.471238696860055,33.81875145052979,34.193725397079824,34.59907772538481,35.04132918284902,35.5376826278126
1740.0,31.3329544401769,31.34317953866916,31.373884917823478,31.42517218557929,31.497206913360333,31.590215324668762,31.70447905402415,31.84032868032167,31.99813647398054,32.17830907619878,32.38128131026566,32.607513111515466,32.8574929976908,33.13175466188529,33.430921005100735,33.755807491363896,34.1076487388093,34.48856041186525,34.90246001201935,35.35719286232164,35.87172175790347
1800.0,31.590246693085806,31.600659912945318,31.63192562318669,31.68413195665206,31.757423156311546,31.851997861780934,31.968106625611235,32.106049690478564,32.266175874369715,32.44888354298314,32.65462465207964,32.88391260913929,33.137334382899674,33.415567976834836,33.71941141659027,34.04984499993988,34.40818051588805,34.796403689134685,35.21794244573849,35.67963278723772,36.19864103263437
1860.0,31.85251589998646,31.86309366421513,31.8948513580536,31.94787189812985,32.02229240688626,32.11830462943018,32.23615519518751,32.37614629297714,32.538636865491604,32.72404422511425,32.93284577809293,33.165580498991474,33.422850494148435,33.70532595338796,34.01376533087807,34.349081537218645,34.7125166957008,35.10603416427833,35.53315323840941,36.000978496528624,36.52708230235315
1920.0,32.11889575668244,32.12963326058066,32.16187025867674,32.2156900555918,32.29123075543917,32.388686006789435,32.508305386415586,32.650394718031876,32.81531614816222,33.00348756757829,33.21538056851428,33.4515155027469,33.712451625317044,33.998771123524264,34.311061574078,34.64991755273967,35.01601249873364,35.4103413568115,35.83486158790012,36.29427000951402,36.80225755727181
1980.0,32.38919938289101,32.40009783193561,32.43281757056214,32.48744141368677,32.56410594290122,32.66300093648425,32.78436738685786,32.928493823512994,33.09571001302368,33.2863768487069,33.50087124704403,33.73956555698813,34.00280326736385,34.29087845711854,34.60403835389849,34.942548942024914,35.30689071153291,35.698185261141724,36.119052599707395,36.5755710172732,37.083555757033714
2040.0,32.663892229381865,32.67494286506813,32.70811676368743,32.763488147622624,32.841177691593956,32.941349467313636,33.06420579868898,33.209980205966346,33.37892844958299,33.571317990609934,33.78741671757593,34.027482671489764,34.29175821663124,34.580476012646194,34.89389282341488,35.23238305100223,35.59664599203303,35.98811338905396,36.409751748211036,36.86793673462541,37.378562932112644
2100.0,32.94226763134649,32.95344135455109,32.98698024599413,33.042943956179975,33.121428891948774,33.2225651473948,33.34651197971234,33.49345237199136,33.66358705878754,33.85712844375963,34.0742948450812,34.315305536882256,34.58037761883299,34.86972832505031,35.18359372003821,35.52228932756907,35.886359831129866,36.2769004361871,36.6962476270367,37.14970822137191,37.65130958045149
2160.0,33.22344056474333,33.23470401191437,33.26850842889524,33.32490121156647,33.40395902640908,33.5057854219656,33.63050716328159,33.778269486064765,33.94923017772124,34.14355230045854,34.361395407359055,34.60290558895975,34.86820643926131,35.15739769147559,35.47057810873086,35.807925085212375,36.16988283090183,36.557540166755864,36.97338362586251,37.42305949743045,37.921003045539194
2220.0,33.50719058778128,33.51851638202315,33.55250461878194,33.60919172582923,33.688636141294104,33.79091571963571,33.91612382609292,34.06436433819121,34.23574571044486,34.43037447018877,34.648348989960134,34.88975545247972,35.15467036163479,35.44317921684818,35.75543076886106,36.09176048547819,36.452932500804,36.84057436527456,37.2579822964999,37.711925521492006,38.21830707418491
2280.0,33.79273828016624,33.804099733074175,33.83819182516435,33.8950404771562,33.9746871786924,34.07718717644255,34.20260710078291,34.351022557370875,34.52251623880878,34.71717721599077,34.935102106997824,35.1763988726268,35.44119455268846,35.729650636729176,36.04199587348131,36.37859714810679,36.74010467382835,37.127741132896624,37.54392434213083,37.99385992989845,38.4907954943954
2340.0,34.079579736773844,34.09095628017582,34.125091936083976,34.182007047073334,34.261734735499836,34.364320234666216,34.489819852713616,34.63829963479351,34.809833611812344,35.00450148286466,35.22238582291895,35.46356996350772,35.728140595155246,36.01620542818847,36.32794705811642,36.663748057654445,37.02443582177882,37.41171910585905,37.828990129875,38.28309582946356,38.78975685547128
2400.0,34.36736112844492,34.37874292209026,34.412893377119616,34.46982962624497,34.54957958034609,34.652181419503634,34.77768292255412,34.92614094709268,35.09762142861619,35.2922004049683,35.50996670706,35.75102719248871,36.01551621762643,36.30361353242281,36.61558022336987,36.95183097849997,37.313073825584155,37.700582159315914,38.11678631091459,38.56680136900117,39.06341176757485
2460.0,34.65583534045155,34.66721634042124,34.701364017780435,34.758294265837165,34.838033354925905,34.94061794738056,35.066094938517544,35.21452106038026,35.385962008526846,35.58049080540179,35.79818538255129,36.03912650485442,36.30340020035525,36.59111513750383,36.90245545466601,37.23780139463885,37.59796144387619,37.98458396028168,38.40092002334413,38.85351790522877,39.35733651798468
2520.0,34.94496155823542,34.956339841886084,34.99047905000013,35.04739392523151,35.12710859452501,35.22965624936419,35.355078648006234,35.503425634978925,35.67475492846979,35.86913259172534,36.08663485911405,36.32735251409366,36.59140033674636,36.87893713823887,37.19020720731765,37.52562117576263,37.8859051347875,38.27237992982655,38.687552891896075,39.13661069123958,39.63216523608727
2580.0,35.23402327659382,35.245395611532906,35.279516653195344,35.336400103114684,35.41606854605698,35.51855335385924,35.64389436201953,35.79213921609378,35.96334207195169,36.157561147430755,36.37485454525234,36.61527417647201,36.8788592790984,37.16563496823947,37.47562790668152,37.80891963926155,38.16576978678231,38.5468736859794,38.953930907762235,39.39106993116412,39.86927413693188
2640.0,35.523450138384916,35.53481368586127,35.568907679836414,35.62574329547315,35.70533812097107,35.807714647235365,35.93289764373191,36.08091006371817,36.251767047149,36.445467801886835,36.66198593891565,36.901260852813856,37.16319692738475,37.44768451600081,37.75466618724582,38.084280694211216,38.43712431616232,38.81468979744172,39.22013667070822,39.6599075354911,40.14836878146759
2700.0,35.81334392131203,35.82468551926393,35.85871121133582,35.915423657179595,35.99482573455764,36.09691836990683,36.221697735690256,36.36915223963323,36.5392600240632,36.73198810553836,36.94729483085403,37.1851381465153,37.44549361391116,37.7283885296182,38.03396178770771,38.3625628112764,38.714910992739775,39.09237042591257,39.49751097695131,39.93549477546697,40.41837816647074
2760.0,36.102497941076464,36.1137970345032,36.14769333058254,36.2041833571892,36.28326090694944,36.384916461560636,36.50913663080216,36.65590371358566,36.825195400472715,37.016984478062746,37.23123831009588,37.46791820912668,37.72698018758524,38.00838158131353,38.31210258808492,38.63819741440199,38.98690039539294,39.358847277376796,39.75558109998772,40.18084271996519,40.64453398091252
2820.0,36.390480742325344,36.401728218595345,36.43546899145371,36.491697281326125,36.57040289612754,36.67157009390256,36.795175656274836,36.941185721929166,37.10955082653784,37.30019862005337,37.513024197229726,37.74787941547854,38.0045656924813,38.282839973010155,38.58245006600305,38.90322177003267,39.24522841835938,39.609100291628174,39.99662400772667,40.412086814362375,40.86615960338054
2880.0,36.677753374807324,36.68893890643355,36.722491725037465,36.77839855449825,36.85663567804699,36.957166157883506,37.07993586375237,37.22486819977983,37.39185767810816,37.58076297450863,37.79140112507019,38.023546524259245,38.276941867721995,38.551333211032926,38.8465467656765,39.16262923926511,39.50007907394789,39.86021982141715,40.245857476894685,40.66267382547784,41.12317955422589
2940.0,36.963524645621,36.97462399958334,37.00791510442723,37.063373929358576,37.140959262667344,37.240610641269825,37.36224605879763,37.50575983952814,37.6710213672475,37.857875564259864,38.066146217898904,38.29564351753518,38.54617759846389,38.817580449603476,39.10973900385157,39.42264369462458,39.75646646529483,40.111720297366325,40.48965998408919,40.8933783043861,41.331236481337136
3000.0,37.24693616961726,37.257928080630535,37.29089523652064,37.345808325749985,37.42261823460236,37.52125496602753,37.64162621018996,37.783615189429995,37.9470773801912,38.131835713469684,38.33767433592026,38.56433256276944,38.81150391016908,39.07885018580054,39.36604653728029,39.67287886016874,39.99942291736967,40.346359362892656,40.71555960874756,41.111342746402926,41.54398296884898
3060.0,37.52790982722525,37.53878295429377,37.57139217523088,37.625702634917225,37.7016554026145,37.79916538737415,37.91811860785112,38.05836869553436,38.219732849633516,38.40198785479633,38.60486749614214,38.828063963223535,39.07123774016346,39.33404274482222,39.61617536328808,39.917457901023255,40.23797461213286,40.5783085885793,40.94001689873918,41.32674317870347,41.747469765259275
3120.0,37.80670992789924,37.81744709871407,37.8496462311557,37.90326493863219,37.97823190792259,38.07444499553657,38.19176897134766,38.3300328696765,38.489027291696694,38.6685025102639,38.868169362140165,39.08770717341574,39.32678675883101,39.58512161659869,39.862565468147665,40.159277947968235,40.47598528730191,40.81438308564673,41.17780381800659,41.572540199263585,42.011421878793094
3180.0,38.08296036963495,38.093544690379645,38.12528375534187,38.178130250342754,38.25200567366022,38.346800128126695,38.46237306350332,38.59855553755782,38.755155117213796,38.93196494584542,39.128778913033194,39.34541521267588,39.58175065246377,39.837767456288006,40.113612837532436,40.40967156344806,40.7266616046062,41.065801210437364,41.42919722658978,41.82087575992955,42.24995099646101
3240.0,38.35577492253187,38.3662048623764,38.39748218831859,38.449564800795734,38.522384513383386,38.615849157760856,38.72984595223377,38.86424590250106,39.018909049417275,39.19369031077687,39.388445901049266,39.6030412305078,39.837363076834066,40.09134157180348,40.364990691167506,40.65848019051437,40.97226250164677,41.30730870834629,41.66559006394486,42.05118423492053,42.473408600934015
3300.0,38.62555562152427,38.635851905986485,38.666730884974235,38.718159252559175,38.7900828822147,38.882428002246726,38.995102802404546,39.127999071404176,39.28099367239374,39.453949957175155,39.64671993390417,39.85914936217276,40.09108999421159,40.342425529743565,40.613119973792784,40.90329997980287,41.21339204863249,41.54436480729356,41.898206701496825,42.279004961045636,42.695975546362796
3360.0,38.8924656914862,38.90264531822545,38.933175478074226,38.98402658414376,39.05514988077653,39.14647753316305,39.25792282910937,39.38938026435976,39.540725490949725,39.71181533363107,39.90248854133214,40.112568722784886,40.34187192355502,40.590222180219136,40.8574790531999,41.14358359473326,41.4486401490064,41.77308408796963,42.1180660049586,42.486399517398695,42.885299141987254
3420.0,39.15676797654805,39.16683563524439,39.197029819768886,39.24732052750729,39.31765761866049,39.40796979255634,39.518163073281215,39.648118396333764,39.797688068824066,39.966691195232976,40.15490899000982,40.362082522085366,40.58791794075703,40.83210726837112,41.094375884844624,41.37457154557434,41.67281834271298,41.98978294740273,42.327166171540426,42.68873667608377,43.08310306254032
3480.0,39.41834215634444,39.4282907864481,39.45812626208947,39.507812870032964,39.57729029579614,39.6664716306216,39.77524086146718,39.903449808090386,40.050914834580176,40.217414036268245,40.402686159741414,40.60643320228758,40.828329189042265,41.06803762096764,41.3252396952941,41.59967712165977,41.89122388272005,42.200032266259505,42.526871517547285,42.87396875807351,43.247435488794345
3540.0,39.67675932826887,39.68657132104395,39.71599468879193,39.764986233698124,39.8334731695999,39.921350916415186,40.02848020080712,40.15468315291019,40.299738345208326,40.463375031301624,40.64526759615823,40.84503264778655,41.06223328422948,41.296397554343386,41.547060728282645,41.8138446522193,42.096595911253374,42.395626238633284,42.71215549058363,43.04923337283767,43.41418436376898
3600.0,39.93239599882811,39.942050297284055,39.9709978258076,40.019185918443796,40.08652575484253,40.172889657480326,40.27810781545457,40.40196447706664,40.544194259968975,40.70447996131443,40.88245448940092,41.07771139865285,41.289830846142976,41.51843010637468,41.76324962827364,42.02428771865731,42.30200284478371,42.59762146537817,42.91364687925104,43.254855252046106,43.63089381879975
3660.0,40.18454554103764,40.1940178146787,40.22241694578398,40.26968264931291,40.33571465693502,40.4203720110391,40.52347322156439,40.64479779298747,40.78409022301245,40.941067957332464,41.115435104595335,41.30690375550624,41.51522411290733,41.740223029125964,41.98184869860619,42.24022046424187,42.51569394903448,42.808983861094156,43.12145953794005,43.45591297798055,43.818824575788156
3720.0,40.432379998678414,40.44166285030635,40.46949448978213,40.51581765972106,40.58053858834418,40.66352824238611,40.76462457383387,40.88363548771744,41.02034248936352,41.17450509769306,41.34586653523696,41.534162088747884,41.73913288934263,41.960549574526624,42.19825257171489,42.45222001420979,42.722684171525984,43.010340156239835,43.31674653752833,43.645184884315,44.00295693837251
3780.0,40.67634421776122,40.68545175841467,40.71275918664701,40.75821500366367,40.821734566182194,40.90320065022008,41.002464534693516,41.11934738412943,41.253642152512995,41.405116696589246,41.573519561825854,41.75859097887917,41.96008278127148,42.177791958776346,42.41161363682418,42.661622137106534,42.928197533673654,43.21223780708036,43.51555374580691,43.84171260492896,44.198298574013165
3840.0,40.91656570767495,40.925509685874374,40.95232740160226,40.996970632409344,41.05936003569423,41.139385653759554,41.23690809703701,41.35176037410742,41.48375073286838,41.63266718597676,41.79828479426933,41.980377162095714,42.17873371440457,42.39318405900108,42.623630811012326,42.870095202896714,43.132790523819146,43.412264745349304,43.70971275781883,44.02771696153987,44.37231125615196
3900.0,41.153019121593836,41.16180843877242,41.188163197452766,41.232038652940226,41.29336115479955,41.372028469184066,41.467910446382,41.58084974056297,41.710662561971894,41.85713968721533,42.02004842221697,42.199136917406726,42.3941430725369,42.60481119231502,42.8309210875661,43.07233823125357,43.32910333327117,43.601601510830925,43.89090158051629,44.19950074300798,44.533312585477034
3960.0,41.38600904161789,41.394650468543276,41.42056178957952,41.46369887549823,41.52398839529453,41.60132707796057,41.69558088411024,41.80658386921101,41.9341369078719,42.07800686035293,42.237927417544476,42.41360372036578,42.60472375331859,42.810980368472954,43.032109075722644,43.267950066367426,43.51855151649752,43.78435105111184,44.066519771765584,44.36769310842896,44.69389627465721
